1.857908201494065104e+00 -1.191196752866746644e+00 1.324251821127937667e+01
7.358086111697836884e-02 2.577481734383825440e+00 1.289536423642168295e+01
1.877644043943797136e+00 6.536599858499201332e-01 1.312446275429923759e+01
1.951350261428549615e+00 -3.076612308375985538e+00 1.334986737492278053e+01
2.218058624412837077e+00 1.304920347502296352e-01 1.330518683964088211e+01
4.925062224989447124e-01 2.377159199065904005e+00 1.334593777999952913e+01
2.818288063764815554e+00 8.878441016326714674e-01 1.268147308201898404e+01
3.066641213184825077e+00 -2.851866674330908680e+00 1.278320516898313386e+01
2.613454167240879755e+00 1.069353658276297914e+00 1.292204579122883068e+01
1.599370191080778270e+00 6.985423115633278002e-01 1.268398217401097128e+01
-1.056093269028203885e+00 1.722492841118050677e+00 1.316564974397308774e+01
2.668055718069872739e-01 1.506750275556453467e+00 1.301990941515142275e+01
-3.072935364869273211e+00 -6.322833531888627512e-01 1.285150649862676886e+01
3.234623175993718291e-01 -1.753800560908339135e+00 1.297089885839146639e+01
2.819600795501965074e+00 -3.558296880489999481e-01 1.315882345647375828e+01
-6.175890588598953457e-01 -1.174323510596139597e+00 1.331689361331696908e+01
-1.326296906009302834e+00 3.165900038866982236e-01 1.341656117285457306e+01
-2.806890591946497704e+00 2.942682181292577859e+00 1.298915140010061364e+01
2.654134531469947156e+00 -2.686263505540917862e+00 1.261262106213104595e+01
1.296660406999924575e+00 1.723962995952101451e+00 1.304937455362152576e+01
1.811011498507711259e+00 -1.813973866971489990e-01 1.324863096144707875e+01
-1.535748083626172322e+00 1.553227425423579611e+00 1.307456866595034839e+01
-4.138091800692245137e-01 -9.828588162259110916e-01 1.303579715465619770e+01
-8.499322646297020611e-01 -2.482855581781139520e+00 1.343172661119085021e+01
8.577189150719375377e-01 1.448766055244244733e+00 1.321861029891736727e+01
1.607481112991393069e+00 2.930306207344831826e+00 1.307797477743385350e+01
-1.480791665760712084e+00 -1.698841529377904225e+00 1.267421379933675318e+01
-1.657065020427718416e+00 2.950161242910279924e+00 1.264106717651881162e+01
2.285080100034281969e+00 -1.952406959110750462e+00 1.292813706737134538e+01
2.441180128739986799e+00 1.099796424359286817e+00 1.315022268157735752e+01
4.978667914097920644e-01 -1.038317957652744816e+00 1.327254257879197930e+01
2.138325648078307495e+00 -1.481850338172685300e+00 1.298196627828895799e+01
2.532353330799682389e+00 -2.215443111036032420e+00 1.329130401230200675e+01
-2.018441794716262727e+00 -8.837083360469089044e-01 1.346493972417920126e+01
-2.536178686812094796e+00 -6.008345744046650339e-01 1.311546029978980599e+01
-1.022126049983870466e+00 -4.504584151954116322e-02 1.263496260223015710e+01
-2.799555811387124393e-01 8.141676305588267937e-01 1.285836522544000182e+01
-2.883837269143664450e+00 1.669769924937947181e+00 1.336594030980714010e+01
9.492905148606327614e-01 1.029294426687441977e+00 1.268109785248088350e+01
7.029429147567927139e-01 -4.541293674031554595e-01 1.334923940625167305e+01
2.651064868297924093e+00 -9.058272230238353373e-01 1.313786991556824901e+01
3.083418759937427645e+00 -2.918870989596046073e+00 1.274143565226018815e+01
7.709588607373678570e-01 1.599864437170985809e-01 1.277612277576399613e+01
-3.038819922930941608e+00 -2.873797876234156501e+00 1.275575882757321367e+01
-2.409261510778990534e-01 -2.070345225769510300e+00 1.267611606839126637e+01
-2.894474303226611145e+00 1.259312353408788887e+00 1.309068211308944107e+01
2.286119419468206182e+00 1.538740153598448401e+00 1.290782419124120750e+01
-3.036905700635117444e+00 5.687039736357686337e-01 1.290006186857739934e+01
5.375910309929494701e-01 -4.518605721022814770e-01 1.309591302657801393e+01
-8.999349928889461836e-01 -5.711886352098169972e-01 1.293611166132968826e+01
1.146315018973727007e+00 2.015643119530921901e+00 1.273929770681421125e+01
8.845958083717819775e-01 5.782670164246224154e-01 1.276816022856688271e+01
-2.180607032081137930e+00 -1.984989714483816892e+00 1.328099356059506242e+01
3.456729706060857055e-01 -2.896431405181330909e+00 1.274544742547372955e+01
2.282401094648695228e+00 -1.444652986076184087e+00 1.279180558435684922e+01
-1.230210045468998592e+00 2.571808988332129786e+00 1.339934785865485978e+01
-8.037560236653509271e-01 -4.919921583364015305e-01 1.299063965549351707e+01
-1.667438639990077576e+00 -5.698920018859880976e-01 1.301954381319904996e+01
1.554444766689225155e+00 3.501101581632313220e-01 1.316747444044677628e+01
-3.290835256776007967e-01 1.083923050586544257e+00 1.280581284762063454e+01
